project_name,unit_title,price,location,listing_date,property_type,size,bedrooms,bathrooms,rental_period,description,language,keywords,facilities
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM448,800","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,916 Sqft",4,4,,"This property is a 1,916 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2022. You can buy this house for a...",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Putrajaya, Putrajaya","RM199,000","Putrajaya, Putrajaya, Putrajaya, Malaysia",,Condo,646 Sqft,2,1,,"This property is a 646 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Putrajaya, Putrajaya and was completed in Jan 2026. You can buy this condo for a...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
Wangsa Maju,5 Bedroom Condo for sale at Wangsa Maju,"RM1,100,000","Setapak, Kuala Lumpur, Kuala Lumpur, Malaysia",Updated 2 months ago,Condo,"1,238 Sqft",5,3,,"This property is a 1,238 Sqft condo with 5 bedrooms and 3 bathrooms that is available for sale. It is part of the Wangsa Maju project in Setapak, Kuala Lumpur and it is scheduled for complet...",en,"Property,Malaysia,For Sale",Direct access to BTS/MRT
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM448,800","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,679 Sqft",4,4,,"This property is a 1,679 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2023. You can buy this house for a...",en,"Property,Malaysia,For Sale",Balcony
,"4 Bedroom House for sale in Putrajaya, Putrajaya","RM608,888","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,"1,540 Sqft",4,4,,"This property is a 1,540 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM608,888 (RM394/...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM498,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,916 Sqft",4,4,,"This property is a 1,916 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2022. You can buy this house for a...",en,"Property,Malaysia,For Sale",
,"5 Bedroom House for sale in Putrajaya, Putrajaya","RM801,289","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,N/A,5,5,,"This property is a 0 Sqft house with 5 bedrooms and 5 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM801,289 ().",en,"Property,Malaysia,For Sale",Heating; Office; Integral Kitchen
,"4 Bedroom House for sale in Putrajaya, Putrajaya","RM350,770","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM350,770 ().",en,"Property,Malaysia,For Sale",Fireplace; Heating; Office
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM298,800","Ulu Kinta, Kinta, Perak, Malaysia",,House,990 Sqft,4,2,,"This property is a 990 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2023. You can buy this house for a ba...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM248,800","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,500 Sqft",4,2,,"This property is a 1,500 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM248,800 (RM166/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Putrajaya, Putrajaya","RM350,800","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,N/A,4,3,,"This property is a 0 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM350,800 ().",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"1 Bedroom Condo for sale in Kuching, Sarawak","RM592,000","Kuching, Kuching, Sarawak, Malaysia",,Condo,264 Sqft,1,1,,"🏙️ 𝙇𝙐𝙎𝙃 𝙍𝙀𝙎𝙄𝘿𝙀𝙉𝘾𝙀𝙎 (𝙍𝙀𝘼𝘿𝙔 𝙁𝙊𝙍 𝙊𝘾𝘾𝙐𝙋𝘼𝙉𝘾𝙔) 📍Located at Bagtikan Street cor. kamagong Street Brgy. San Antonio, Makati City 𝙐𝙉𝙄𝙏 𝘿𝙀𝙏𝘼𝙄𝙇𝙎: ✅ 24.49 SQM ✅ 1 BEDROOM WITH BALCONY ✅ GOOGLE DRIVE: https...",en,"Property,Malaysia,For Sale",Electricity; Water
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM478,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,500 Sqft",4,4,,"This property is a 1,500 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM478,000 (RM319/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM228,880","Ulu Kinta, Kinta, Perak, Malaysia",,House,"15,069 Sqft",4,2,,"This property is a 15,069 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM228,880 (RM15/Sqft...",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM200,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,N/A,2,1,,"This property is a 0 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur. You can buy this condo for a base price of RM200,000...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM498,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,916 Sqft",4,4,,"This property is a 1,916 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2023. You can buy this house for a...",en,"Property,Malaysia,For Sale",
,"5 Bedroom House for sale in Putrajaya, Putrajaya","RM713,200","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,N/A,5,5,,"This property is a 0 Sqft house with 5 bedrooms and 5 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM713,200 ().",en,"Property,Malaysia,For Sale",Heating; Office; Integral Kitchen
,"4 Bedroom Villa for sale in Ulu Kinta, Perak","RM518,000","Ulu Kinta, Kinta, Perak, Malaysia",,Villa,"1,539 Sqft",4,4,,"This property is a 1,539 Sqft villa with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2023. You can buy this villa for a...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM428,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"15,069 Sqft",4,3,,"This property is a 15,069 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM428,000 (RM28/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM338,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,672 Sqft",4,3,,"This property is a 1,672 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2023. You can buy this house for a...",en,"Property,Malaysia,For Sale",Electricity; Water
,"4 Bedroom House for sale in Putrajaya, Putrajaya","RM380,000","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,"2,000 Sqft",4,3,,"This property is a 2,000 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM380,000 (RM189/...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM298,800","Ulu Kinta, Kinta, Perak, Malaysia",,House,"15,069 Sqft",4,2,,"This property is a 15,069 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM298,800 (RM20/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM280,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"15,500 Sqft",4,3,,"This property is a 15,500 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM280,000 (RM18/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM355,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"15,069 Sqft",4,3,,"This property is a 15,069 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM355,000 (RM24/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM668,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,N/A,4,2,,"This property is a 0 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM668,000 ().",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM460,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"12,271 Sqft",4,3,,"This property is a 12,271 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM460,000 (RM38/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM320,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"16,576 Sqft",4,3,,"This property is a 16,576 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM320,000 (RM19/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM468,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"10,764 Sqft",4,3,,"This property is a 10,764 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM468,000 (RM44/Sqft...",en,"Property,Malaysia,For Sale",
,"3 Bedroom Condo for sale in Bandar Kuala Lumpur, Kuala Lumpur","RM399,000","Bandar Kuala Lumpur, Kuala Lumpur, Kuala Lumpur, Malaysia",,Condo,"1,195 Sqft",3,3,,"This property is a 1,195 Sqft condo with 3 bedrooms and 3 bathrooms that is available for sale. It is located in Bandar Kuala Lumpur, Kuala Lumpur and was completed in Jan 2024. You can buy...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM298,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,400 Sqft",4,2,,"This property is a 1,400 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM298,000 (RM212/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM450,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"15,069 Sqft",4,3,,"This property is a 15,069 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM450,000 (RM30/Sqft...",en,"Property,Malaysia,For Sale",Electricity; Water; Integral Kitchen
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM248,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"1,500 Sqft",4,2,,"This property is a 1,500 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM248,000 (RM165/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM718,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"2,347 Sqft",4,4,,"This property is a 2,347 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2022. You can buy this house for a...",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Putrajaya, Putrajaya","RM240,000","Putrajaya, Putrajaya, Putrajaya, Malaysia",,Condo,500 Sqft,2,2,,"This property is a 500 Sqft condo with 2 bedrooms and 2 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this condo for a base price of RM240,000 (RM477/Sq...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM420,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"15,069 Sqft",4,3,,"This property is a 15,069 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM420,000 (RM28/Sqft...",en,"Property,Malaysia,For Sale",Electricity; Water
,"3 Bedroom Condo for sale in Putrajaya, Putrajaya","RM499,000","Putrajaya, Putrajaya, Putrajaya, Malaysia",,Condo,"1,195 Sqft",3,3,,"This property is a 1,195 Sqft condo with 3 bedrooms and 3 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya and was completed in Jan 2024. You can buy this condo fo...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM278,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,990 Sqft,4,2,,"This property is a 990 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak and was completed in Jan 2023. You can buy this house for a ba...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Putrajaya, Putrajaya","RM392,800","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM392,800 ().",en,"Property,Malaysia,For Sale",Fireplace; Heating; Yard
,"4 Bedroom House for sale in Putrajaya, Putrajaya","RM388,000","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM388,000 ().",en,"Property,Malaysia,For Sale",Office; Yard; Water
,"4 Bedroom House for sale in Putrajaya, Putrajaya","RM326,150","Putrajaya, Putrajaya, Putrajaya, Malaysia",,House,N/A,4,4,,"This property is a 0 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Putrajaya, Putrajaya. You can buy this house for a base price of RM326,150 ().",en,"Property,Malaysia,For Sale",Office; Integral Kitchen; Service Room
,"2 Bedroom Condo for sale in Putrajaya, Putrajaya","RM199,000","Putrajaya, Putrajaya, Putrajaya, Malaysia",,Condo,646 Sqft,2,1,,"This property is a 646 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Putrajaya, Putrajaya and was completed in Jan 2026. You can buy this condo for a...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM550,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"31,205 Sqft",4,3,,"This property is a 31,205 Sqft house with 4 bedrooms and 3 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM550,000 (RM18/Sqft...",en,"Property,Malaysia,For Sale",
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM438,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"3,600 Sqft",4,4,,"This property is a 3,600 Sqft house with 4 bedrooms and 4 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM438,000 (RM122/Sqft...",en,"Property,Malaysia,For Sale",
,"2 Bedroom Condo for sale in Putrajaya, Putrajaya","RM199,000","Putrajaya, Putrajaya, Putrajaya, Malaysia",,Condo,646 Sqft,2,1,,"This property is a 646 Sqft condo with 2 bedrooms and 1 bathroom that is available for sale. It is located in Putrajaya, Putrajaya and was completed in Jan 2026. You can buy this condo for a...",en,"Property,Malaysia,For Sale",Electricity; Fireplace; Heating
,"4 Bedroom House for sale in Ulu Kinta, Perak","RM430,000","Ulu Kinta, Kinta, Perak, Malaysia",,House,"2,874 Sqft",4,2,,"This property is a 2,874 Sqft house with 4 bedrooms and 2 bathrooms that is available for sale. It is located in Ulu Kinta, Perak. You can buy this house for a base price of RM430,000 (RM149/Sqft...",en,"Property,Malaysia,For Sale",Garden Access; Air Conditioning
